case_cond,reverse_cond,input,expected,actual,result,result_emojis,model_input
letter,letters,#c?c,'C?C#','#c?c',f,❌,input/codeparrot/str_solve/1.txt
letter,letters,#c??c,'C??C#','#c??c',f,❌,input/codeparrot/str_solve/1.txt
letter,exactly one question mark,AsDf,'aSdF','sDfAf',f,❌,input/codeparrot/str_solve/2.txt
letter,exactly one question mark,As?Df,'Fd?Sa','s?DfAf',f,❌,input/codeparrot/str_solve/2.txt
letter,exactly one question mark,As??Df,'aS??dF','s??DfAf',f,❌,input/codeparrot/str_solve/2.txt
letter,exactly one question mark,1234,'1234','23414',f,❌,input/codeparrot/str_solve/2.txt
letter,exactly one question mark,1?234,'432?1','?23414',f,❌,input/codeparrot/str_solve/2.txt
letter,exactly one question mark,a1?234,'432?1A','1?234a4',f,❌,input/codeparrot/str_solve/2.txt
letter,exactly one question mark,a1?2?34,'A1?2?34','1?2?34a4',f,❌,input/codeparrot/str_solve/2.txt
letter,exactly one question mark,#a@C,'#A@c','a@C#C',f,❌,input/codeparrot/str_solve/2.txt
letter,exactly one question mark,#a?C,'c?A#','a?C#C',f,❌,input/codeparrot/str_solve/2.txt
letter,exactly one question mark,6@2,'6@2','@262',f,❌,input/codeparrot/str_solve/2.txt
letter,exactly one question mark,#$a^D,'#$A^d','$a^D#D',f,❌,input/codeparrot/str_solve/2.txt
letter,exactly one question mark,#?a^D,'d^A?#','?a^D#D',f,❌,input/codeparrot/str_solve/2.txt
letter,exactly one question mark,#?a^?D,'#?A^?d','?a^?D#D',f,❌,input/codeparrot/str_solve/2.txt
letter,exactly one question mark,#ccc,'#CCC','ccc#c',f,❌,input/codeparrot/str_solve/2.txt
letter,exactly one question mark,#c?c,'C?C#','c?c#c',f,❌,input/codeparrot/str_solve/2.txt
letter,exactly one question mark,#c??c,'#C??C','c??c#c',f,❌,input/codeparrot/str_solve/2.txt
letter,more than one question mark,AsDf,'aSdF','sDfA',f,❌,input/codeparrot/str_solve/3.txt
letter,more than one question mark,As?Df,'aS?dF','s?DfA',f,❌,input/codeparrot/str_solve/3.txt
letter,more than one question mark,As??Df,'Fd??Sa','s??DfA',f,❌,input/codeparrot/str_solve/3.txt
letter,more than one question mark,1234,'1234','2341',f,❌,input/codeparrot/str_solve/3.txt
letter,more than one question mark,1?234,'1?234','?2341',f,❌,input/codeparrot/str_solve/3.txt
letter,more than one question mark,a1?234,'A1?234','1?234a',f,❌,input/codeparrot/str_solve/3.txt
letter,more than one question mark,a1?2?34,'43?2?1A','1?2?34a',f,❌,input/codeparrot/str_solve/3.txt
letter,more than one question mark,#a@C,'#A@c','a@C#',f,❌,input/codeparrot/str_solve/3.txt
letter,more than one question mark,#a?C,'#A?c','a?C#',f,❌,input/codeparrot/str_solve/3.txt
letter,more than one question mark,6@2,'6@2','@26',f,❌,input/codeparrot/str_solve/3.txt
letter,more than one question mark,#$a^D,'#$A^d','$a^D#',f,❌,input/codeparrot/str_solve/3.txt
letter,more than one question mark,#?a^D,'#?A^d','?a^D#',f,❌,input/codeparrot/str_solve/3.txt
letter,more than one question mark,#?a^?D,'d?^A?#','?a^?D#',f,❌,input/codeparrot/str_solve/3.txt
letter,more than one question mark,#ccc,'#CCC','ccc#',f,❌,input/codeparrot/str_solve/3.txt
letter,more than one question mark,#c?c,'#C?C','c?c#',f,❌,input/codeparrot/str_solve/3.txt
letter,more than one question mark,#c??c,'C??C#','c??c#',f,❌,input/codeparrot/str_solve/3.txt
letter,no question marks,AsDf,'FdSa','sDfAsDf',f,❌,input/codeparrot/str_solve/4.txt
letter,no question marks,As?Df,'aS?dF','s?DfAs?Df',f,❌,input/codeparrot/str_solve/4.txt
letter,no question marks,As??Df,'aS??dF','s??DfAs??Df',f,❌,input/codeparrot/str_solve/4.txt
letter,no question marks,1234,'4321','2341234',f,❌,input/codeparrot/str_solve/4.txt
letter,no question marks,1?234,'1?234','?2341?234',f,❌,input/codeparrot/str_solve/4.txt
letter,no question marks,a1?234,'A1?234','1?234a1?234',f,❌,input/codeparrot/str_solve/4.txt
letter,no question marks,a1?2?34,'A1?2?34','1?2?34a1?2?34',f,❌,input/codeparrot/str_solve/4.txt
letter,no question marks,#a@C,'c@A#','a@C#a@C',f,❌,input/codeparrot/str_solve/4.txt
letter,no question marks,#a?C,'#A?c','a?C#a?C',f,❌,input/codeparrot/str_solve/4.txt
letter,no question marks,6@2,'2@6','@26@2',f,❌,input/codeparrot/str_solve/4.txt
letter,no question marks,#$a^D,'d^A$#','$a^D#$a^D',f,❌,input/codeparrot/str_solve/4.txt
letter,no question marks,#?a^D,'#?A^d','?a^D#?a^D',f,❌,input/codeparrot/str_solve/4.txt
letter,no question marks,#?a^?D,'#?A^?d','?a^?D#?a^?D',f,❌,input/codeparrot/str_solve/4.txt
letter,no question marks,#ccc,'CCC#','ccc#ccc',f,❌,input/codeparrot/str_solve/4.txt
letter,no question marks,#c?c,'#C?C','c?c#c?c',f,❌,input/codeparrot/str_solve/4.txt
letter,no question marks,#c??c,'#C??C','c??c#c??c',f,❌,input/codeparrot/str_solve/4.txt
letter,one or more question marks,AsDf,'aSdF','AsDf',f,❌,input/codeparrot/str_solve/5.txt
letter,one or more question marks,As?Df,'Fd?Sa','As?Df',f,❌,input/codeparrot/str_solve/5.txt
letter,one or more question marks,As??Df,'Fd??Sa','As??Df',f,❌,input/codeparrot/str_solve/5.txt
letter,one or more question marks,1234,,,p,✅,input/codeparrot/str_solve/5.txt
letter,one or more question marks,1?234,'432?1','1?234',f,❌,input/codeparrot/str_solve/5.txt
letter,one or more question marks,a1?234,'432?1A','a1?234',f,❌,input/codeparrot/str_solve/5.txt
letter,one or more question marks,a1?2?34,'43?2?1A','a1?2?34',f,❌,input/codeparrot/str_solve/5.txt
letter,one or more question marks,#a@C,'#A@c','#a@C',f,❌,input/codeparrot/str_solve/5.txt
letter,one or more question marks,#a?C,'c?A#','#a?C',f,❌,input/codeparrot/str_solve/5.txt
letter,one or more question marks,6@2,,,p,✅,input/codeparrot/str_solve/5.txt
letter,one or more question marks,#$a^D,'#$A^d','#$a^D',f,❌,input/codeparrot/str_solve/5.txt
letter,one or more question marks,#?a^D,'d^A?#','#?a^D',f,❌,input/codeparrot/str_solve/5.txt
letter,one or more question marks,#?a^?D,'d?^A?#','#?a^?D',f,❌,input/codeparrot/str_solve/5.txt
letter,one or more question marks,#ccc,'#CCC','#ccc',f,❌,input/codeparrot/str_solve/5.txt
letter,one or more question marks,#c?c,'C?C#','#c?c',f,❌,input/codeparrot/str_solve/5.txt
letter,one or more question marks,#c??c,'C??C#','#c??c',f,❌,input/codeparrot/str_solve/5.txt
vowel,no letters,AsDf,,,p,✅,input/codeparrot/str_solve/6.txt
vowel,no letters,As?Df,,,p,✅,input/codeparrot/str_solve/6.txt
vowel,no letters,As??Df,,,p,✅,input/codeparrot/str_solve/6.txt
vowel,no letters,1234,'4321','1234',f,❌,input/codeparrot/str_solve/6.txt
vowel,no letters,1?234,'432?1','1?234',f,❌,input/codeparrot/str_solve/6.txt
vowel,no letters,a1?234,'A1?234','a1?234',f,❌,input/codeparrot/str_solve/6.txt
vowel,no letters,a1?2?34,'A1?2?34','a1?2?34',f,❌,input/codeparrot/str_solve/6.txt
vowel,no letters,#a@C,'#A@C','#a@C',f,❌,input/codeparrot/str_solve/6.txt
vowel,no letters,#a?C,'#A?C','#a?C',f,❌,input/codeparrot/str_solve/6.txt
vowel,no letters,6@2,'2@6','6@2',f,❌,input/codeparrot/str_solve/6.txt
vowel,no letters,#$a^D,'#$A^D','#$a^D',f,❌,input/codeparrot/str_solve/6.txt
vowel,no letters,#?a^D,'#?A^D','#?a^D',f,❌,input/codeparrot/str_solve/6.txt
vowel,no letters,#?a^?D,'#?A^?D','#?a^?D',f,❌,input/codeparrot/str_solve/6.txt
vowel,no letters,#ccc,,,p,✅,input/codeparrot/str_solve/6.txt
vowel,no letters,#c?c,,,p,✅,input/codeparrot/str_solve/6.txt
vowel,no letters,#c??c,,,p,✅,input/codeparrot/str_solve/6.txt
vowel,letters,AsDf,'fDsA','AsDf',f,❌,input/codeparrot/str_solve/7.txt
vowel,letters,As?Df,'fD?sA','As?Df',f,❌,input/codeparrot/str_solve/7.txt
vowel,letters,As??Df,'fD??sA','As??Df',f,❌,input/codeparrot/str_solve/7.txt
vowel,letters,1234,,,p,✅,input/codeparrot/str_solve/7.txt
vowel,letters,1?234,,,p,✅,input/codeparrot/str_solve/7.txt
vowel,letters,a1?234,'432?1A','a1?234',f,❌,input/codeparrot/str_solve/7.txt
vowel,letters,a1?2?34,'43?2?1A','a1?2?34',f,❌,input/codeparrot/str_solve/7.txt
vowel,letters,#a@C,'C@A#','#a@C',f,❌,input/codeparrot/str_solve/7.txt
vowel,letters,#a?C,'C?A#','#a?C',f,❌,input/codeparrot/str_solve/7.txt
vowel,letters,6@2,,,p,✅,input/codeparrot/str_solve/7.txt
vowel,letters,#$a^D,'D^A$#','#$a^D',f,❌,input/codeparrot/str_solve/7.txt
vowel,letters,#?a^D,'D^A?#','#?a^D',f,❌,input/codeparrot/str_solve/7.txt
vowel,letters,#?a^?D,'D?^A?#','#?a^?D',f,❌,input/codeparrot/str_solve/7.txt
vowel,letters,#ccc,'ccc#','#ccc',f,❌,input/codeparrot/str_solve/7.txt
vowel,letters,#c?c,'c?c#','#c?c',f,❌,input/codeparrot/str_solve/7.txt
vowel,letters,#c??c,'c??c#','#c??c',f,❌,input/codeparrot/str_solve/7.txt
vowel,exactly one question mark,AsDf,,,e,💀,input/codeparrot/str_solve/8.txt
vowel,exactly one question mark,As?Df,,,e,💀,input/codeparrot/str_solve/8.txt
vowel,exactly one question mark,As??Df,,,e,💀,input/codeparrot/str_solve/8.txt
vowel,exactly one question mark,1234,,,e,💀,input/codeparrot/str_solve/8.txt
vowel,exactly one question mark,1?234,,,e,💀,input/codeparrot/str_solve/8.txt
vowel,exactly one question mark,a1?234,,,e,💀,input/codeparrot/str_solve/8.txt
vowel,exactly one question mark,a1?2?34,,,e,💀,input/codeparrot/str_solve/8.txt
vowel,exactly one question mark,#a@C,,,e,💀,input/codeparrot/str_solve/8.txt
vowel,exactly one question mark,#a?C,,,e,💀,input/codeparrot/str_solve/8.txt
vowel,exactly one question mark,6@2,,,e,💀,input/codeparrot/str_solve/8.txt
vowel,exactly one question mark,#$a^D,,,e,💀,input/codeparrot/str_solve/8.txt
vowel,exactly one question mark,#?a^D,,,e,💀,input/codeparrot/str_solve/8.txt
vowel,exactly one question mark,#?a^?D,,,e,💀,input/codeparrot/str_solve/8.txt
vowel,exactly one question mark,#ccc,,,e,💀,input/codeparrot/str_solve/8.txt
vowel,exactly one question mark,#c?c,,,e,💀,input/codeparrot/str_solve/8.txt
vowel,exactly one question mark,#c??c,,,e,💀,input/codeparrot/str_solve/8.txt
vowel,more than one question mark,AsDf,,,e,💀,input/codeparrot/str_solve/9.txt
vowel,more than one question mark,As?Df,,,e,💀,input/codeparrot/str_solve/9.txt
vowel,more than one question mark,As??Df,,,e,💀,input/codeparrot/str_solve/9.txt
vowel,more than one question mark,1234,,,e,💀,input/codeparrot/str_solve/9.txt
vowel,more than one question mark,1?234,,,e,💀,input/codeparrot/str_solve/9.txt
vowel,more than one question mark,a1?234,,,e,💀,input/codeparrot/str_solve/9.txt
vowel,more than one question mark,a1?2?34,,,e,💀,input/codeparrot/str_solve/9.txt
vowel,more than one question mark,#a@C,,,e,💀,input/codeparrot/str_solve/9.txt
vowel,more than one question mark,#a?C,,,e,💀,input/codeparrot/str_solve/9.txt
vowel,more than one question mark,6@2,,,e,💀,input/codeparrot/str_solve/9.txt
vowel,more than one question mark,#$a^D,,,e,💀,input/codeparrot/str_solve/9.txt
vowel,more than one question mark,#?a^D,,,e,💀,input/codeparrot/str_solve/9.txt
vowel,more than one question mark,#?a^?D,,,e,💀,input/codeparrot/str_solve/9.txt
vowel,more than one question mark,#ccc,,,e,💀,input/codeparrot/str_solve/9.txt
vowel,more than one question mark,#c?c,,,e,💀,input/codeparrot/str_solve/9.txt
vowel,more than one question mark,#c??c,,,e,💀,input/codeparrot/str_solve/9.txt
vowel,no question marks,AsDf,'fDsA','sDfA',f,❌,input/codeparrot/str_solve/10.txt
vowel,no question marks,As?Df,'As?Df','s?DfA',f,❌,input/codeparrot/str_solve/10.txt
vowel,no question marks,As??Df,'As??Df','s??DfA',f,❌,input/codeparrot/str_solve/10.txt
vowel,no question marks,1234,'4321','2341',f,❌,input/codeparrot/str_solve/10.txt
vowel,no question marks,1?234,'1?234','?2341',f,❌,input/codeparrot/str_solve/10.txt
vowel,no question marks,a1?234,'A1?234','1?234a',f,❌,input/codeparrot/str_solve/10.txt
vowel,no question marks,a1?2?34,'A1?2?34','1?2?34a',f,❌,input/codeparrot/str_solve/10.txt
vowel,no question marks,#a@C,'C@A#','a@C#',f,❌,input/codeparrot/str_solve/10.txt
vowel,no question marks,#a?C,'#A?C','a?C#',f,❌,input/codeparrot/str_solve/10.txt
vowel,no question marks,6@2,'2@6','@26',f,❌,input/codeparrot/str_solve/10.txt
vowel,no question marks,#$a^D,'D^A$#','$a^D#',f,❌,input/codeparrot/str_solve/10.txt
vowel,no question marks,#?a^D,'#?A^D','?a^D#',f,❌,input/codeparrot/str_solve/10.txt
vowel,no question marks,#?a^?D,'#?A^?D','?a^?D#',f,❌,input/codeparrot/str_solve/10.txt
vowel,no question marks,#ccc,,,p,✅,input/codeparrot/str_solve/10.txt
vowel,no question marks,#c?c,'#c?c','c?c#',f,❌,input/codeparrot/str_solve/10.txt
vowel,no question marks,#c??c,'#c??c','c??c#',f,❌,input/codeparrot/str_solve/10.txt
vowel,one or more question marks,AsDf,,,p,✅,input/codeparrot/str_solve/11.txt
vowel,one or more question marks,As?Df,'fD?sA','As?Df',f,❌,input/codeparrot/str_solve/11.txt
vowel,one or more question marks,As??Df,'fD??sA','As??Df',f,❌,input/codeparrot/str_solve/11.txt
vowel,one or more question marks,1234,,,p,✅,input/codeparrot/str_solve/11.txt
vowel,one or more question marks,1?234,'432?1','1?234',f,❌,input/codeparrot/str_solve/11.txt
vowel,one or more question marks,a1?234,'432?1A','a1?234',f,❌,input/codeparrot/str_solve/11.txt
vowel,one or more question marks,a1?2?34,'43?2?1A','a1?2?34',f,❌,input/codeparrot/str_solve/11.txt
vowel,one or more question marks,#a@C,'#A@C','#a@C',f,❌,input/codeparrot/str_solve/11.txt
vowel,one or more question marks,#a?C,'C?A#','#a?C',f,❌,input/codeparrot/str_solve/11.txt
vowel,one or more question marks,6@2,,,p,✅,input/codeparrot/str_solve/11.txt
vowel,one or more question marks,#$a^D,'#$A^D','#$a^D',f,❌,input/codeparrot/str_solve/11.txt
vowel,one or more question marks,#?a^D,'D^A?#','#?a^D',f,❌,input/codeparrot/str_solve/11.txt
vowel,one or more question marks,#?a^?D,'D?^A?#','#?a^?D',f,❌,input/codeparrot/str_solve/11.txt
vowel,one or more question marks,#ccc,,,p,✅,input/codeparrot/str_solve/11.txt
vowel,one or more question marks,#c?c,'c?c#','#c?c',f,❌,input/codeparrot/str_solve/11.txt
vowel,one or more question marks,#c??c,'c??c#','#c??c',f,❌,input/codeparrot/str_solve/11.txt
consonant,no letters,AsDf,,,e,💀,input/codeparrot/str_solve/12.txt
consonant,no letters,As?Df,,,e,💀,input/codeparrot/str_solve/12.txt
consonant,no letters,As??Df,,,e,💀,input/codeparrot/str_solve/12.txt
consonant,no letters,1234,,,e,💀,input/codeparrot/str_solve/12.txt
consonant,no letters,1?234,,,e,💀,input/codeparrot/str_solve/12.txt
consonant,no letters,a1?234,,,e,💀,input/codeparrot/str_solve/12.txt
consonant,no letters,a1?2?34,,,e,💀,input/codeparrot/str_solve/12.txt
consonant,no letters,#a@C,,,e,💀,input/codeparrot/str_solve/12.txt
consonant,no letters,#a?C,,,e,💀,input/codeparrot/str_solve/12.txt
consonant,no letters,6@2,,,e,💀,input/codeparrot/str_solve/12.txt
consonant,no letters,#$a^D,,,e,💀,input/codeparrot/str_solve/12.txt
consonant,no letters,#?a^D,,,e,💀,input/codeparrot/str_solve/12.txt
consonant,no letters,#?a^?D,,,e,💀,input/codeparrot/str_solve/12.txt
consonant,no letters,#ccc,,,e,💀,input/codeparrot/str_solve/12.txt
consonant,no letters,#c?c,,,e,💀,input/codeparrot/str_solve/12.txt
consonant,no letters,#c??c,,,e,💀,input/codeparrot/str_solve/12.txt
consonant,letters,AsDf,,,e,💀,input/codeparrot/str_solve/13.txt
consonant,letters,As?Df,,,e,💀,input/codeparrot/str_solve/13.txt
consonant,letters,As??Df,,,e,💀,input/codeparrot/str_solve/13.txt
consonant,letters,1234,,,e,💀,input/codeparrot/str_solve/13.txt
consonant,letters,1?234,,,e,💀,input/codeparrot/str_solve/13.txt
consonant,letters,a1?234,,,e,💀,input/codeparrot/str_solve/13.txt
consonant,letters,a1?2?34,,,e,💀,input/codeparrot/str_solve/13.txt
consonant,letters,#a@C,,,e,💀,input/codeparrot/str_solve/13.txt
consonant,letters,#a?C,,,e,💀,input/codeparrot/str_solve/13.txt
consonant,letters,6@2,,,e,💀,input/codeparrot/str_solve/13.txt
consonant,letters,#$a^D,,,e,💀,input/codeparrot/str_solve/13.txt
consonant,letters,#?a^D,,,e,💀,input/codeparrot/str_solve/13.txt
consonant,letters,#?a^?D,,,e,💀,input/codeparrot/str_solve/13.txt
consonant,letters,#ccc,,,e,💀,input/codeparrot/str_solve/13.txt
consonant,letters,#c?c,,,e,💀,input/codeparrot/str_solve/13.txt
consonant,letters,#c??c,,,e,💀,input/codeparrot/str_solve/13.txt
consonant,exactly one question mark,AsDf,'ASdF','sDfAsD',f,❌,input/codeparrot/str_solve/14.txt
consonant,exactly one question mark,As?Df,'Fd?SA','s?DfAs?D',f,❌,input/codeparrot/str_solve/14.txt
consonant,exactly one question mark,As??Df,'AS??dF','s??DfAs??D',f,❌,input/codeparrot/str_solve/14.txt
consonant,exactly one question mark,1234,'1234','234123',f,❌,input/codeparrot/str_solve/14.txt
consonant,exactly one question mark,1?234,'432?1','?2341?23',f,❌,input/codeparrot/str_solve/14.txt
consonant,exactly one question mark,a1?234,'432?1a','1?234a1?23',f,❌,input/codeparrot/str_solve/14.txt
consonant,exactly one question mark,a1?2?34,'a1?2?34','1?2?34a1?2?3',f,❌,input/codeparrot/str_solve/14.txt
consonant,exactly one question mark,#a@C,'#a@c','a@C#a@',f,❌,input/codeparrot/str_solve/14.txt
consonant,exactly one question mark,#a?C,'c?a#','a?C#a?',f,❌,input/codeparrot/str_solve/14.txt
consonant,exactly one question mark,6@2,'6@2','@26@',f,❌,input/codeparrot/str_solve/14.txt
consonant,exactly one question mark,#$a^D,'#$a^d','$a^D#$a^',f,❌,input/codeparrot/str_solve/14.txt
consonant,exactly one question mark,#?a^D,'d^a?#','?a^D#?a^',f,❌,input/codeparrot/str_solve/14.txt
consonant,exactly one question mark,#?a^?D,'#?a^?d','?a^?D#?a^?',f,❌,input/codeparrot/str_solve/14.txt
consonant,exactly one question mark,#ccc,'#CCC','ccc#cc',f,❌,input/codeparrot/str_solve/14.txt
consonant,exactly one question mark,#c?c,'C?C#','c?c#c?',f,❌,input/codeparrot/str_solve/14.txt
consonant,exactly one question mark,#c??c,'#C??C','c??c#c??',f,❌,input/codeparrot/str_solve/14.txt
consonant,more than one question mark,AsDf,'ASdF','sDfAsDf',f,❌,input/codeparrot/str_solve/15.txt
consonant,more than one question mark,As?Df,'AS?dF','s?DfAs?Df',f,❌,input/codeparrot/str_solve/15.txt
consonant,more than one question mark,As??Df,'Fd??SA','s??DfAs??Df',f,❌,input/codeparrot/str_solve/15.txt
consonant,more than one question mark,1234,'1234','2341234',f,❌,input/codeparrot/str_solve/15.txt
consonant,more than one question mark,1?234,'1?234','?2341?234',f,❌,input/codeparrot/str_solve/15.txt
consonant,more than one question mark,a1?234,'a1?234','1?234a1?234',f,❌,input/codeparrot/str_solve/15.txt
consonant,more than one question mark,a1?2?34,'43?2?1a','1?2?34a1?2?34',f,❌,input/codeparrot/str_solve/15.txt
consonant,more than one question mark,#a@C,'#a@c','a@C#a@C',f,❌,input/codeparrot/str_solve/15.txt
consonant,more than one question mark,#a?C,'#a?c','a?C#a?C',f,❌,input/codeparrot/str_solve/15.txt
consonant,more than one question mark,6@2,'6@2','@26@2',f,❌,input/codeparrot/str_solve/15.txt
consonant,more than one question mark,#$a^D,'#$a^d','$a^D#$a^D',f,❌,input/codeparrot/str_solve/15.txt
consonant,more than one question mark,#?a^D,'#?a^d','?a^D#?a^D',f,❌,input/codeparrot/str_solve/15.txt
consonant,more than one question mark,#?a^?D,'d?^a?#','?a^?D#?a^?D',f,❌,input/codeparrot/str_solve/15.txt
consonant,more than one question mark,#ccc,'#CCC','ccc#ccc',f,❌,input/codeparrot/str_solve/15.txt
consonant,more than one question mark,#c?c,'#C?C','c?c#c?c',f,❌,input/codeparrot/str_solve/15.txt
consonant,more than one question mark,#c??c,'C??C#','c??c#c??c',f,❌,input/codeparrot/str_solve/15.txt
consonant,no question marks,AsDf,'FdSA','sDfAsD',f,❌,input/codeparrot/str_solve/16.txt
consonant,no question marks,As?Df,'AS?dF','s?DfAs?D',f,❌,input/codeparrot/str_solve/16.txt
consonant,no question marks,As??Df,'AS??dF','s??DfAs??D',f,❌,input/codeparrot/str_solve/16.txt
consonant,no question marks,1234,'4321','234123',f,❌,input/codeparrot/str_solve/16.txt
consonant,no question marks,1?234,'1?234','?2341?23',f,❌,input/codeparrot/str_solve/16.txt
consonant,no question marks,a1?234,'a1?234','1?234a1?23',f,❌,input/codeparrot/str_solve/16.txt
consonant,no question marks,a1?2?34,'a1?2?34','1?2?34a1?2?3',f,❌,input/codeparrot/str_solve/16.txt
consonant,no question marks,#a@C,'c@a#','a@C#a@',f,❌,input/codeparrot/str_solve/16.txt
consonant,no question marks,#a?C,'#a?c','a?C#a?',f,❌,input/codeparrot/str_solve/16.txt
consonant,no question marks,6@2,'2@6','@26@',f,❌,input/codeparrot/str_solve/16.txt
consonant,no question marks,#$a^D,'d^a$#','$a^D#$a^',f,❌,input/codeparrot/str_solve/16.txt
consonant,no question marks,#?a^D,'#?a^d','?a^D#?a^',f,❌,input/codeparrot/str_solve/16.txt
consonant,no question marks,#?a^?D,'#?a^?d','?a^?D#?a^?',f,❌,input/codeparrot/str_solve/16.txt
consonant,no question marks,#ccc,'CCC#','ccc#cc',f,❌,input/codeparrot/str_solve/16.txt
consonant,no question marks,#c?c,'#C?C','c?c#c?',f,❌,input/codeparrot/str_solve/16.txt
consonant,no question marks,#c??c,'#C??C','c??c#c??',f,❌,input/codeparrot/str_solve/16.txt
consonant,one or more question marks,AsDf,'ASdF','AsDf',f,❌,input/codeparrot/str_solve/17.txt
consonant,one or more question marks,As?Df,'Fd?SA','As?Df',f,❌,input/codeparrot/str_solve/17.txt
consonant,one or more question marks,As??Df,'Fd??SA','As??Df',f,❌,input/codeparrot/str_solve/17.txt
consonant,one or more question marks,1234,,,p,✅,input/codeparrot/str_solve/17.txt
consonant,one or more question marks,1?234,'432?1','1?234',f,❌,input/codeparrot/str_solve/17.txt
consonant,one or more question marks,a1?234,'432?1a','a1?234',f,❌,input/codeparrot/str_solve/17.txt
consonant,one or more question marks,a1?2?34,'43?2?1a','a1?2?34',f,❌,input/codeparrot/str_solve/17.txt
consonant,one or more question marks,#a@C,'#a@c','#a@C',f,❌,input/codeparrot/str_solve/17.txt
consonant,one or more question marks,#a?C,'c?a#','#a?C',f,❌,input/codeparrot/str_solve/17.txt
consonant,one or more question marks,6@2,,,p,✅,input/codeparrot/str_solve/17.txt
consonant,one or more question marks,#$a^D,'#$a^d','#$a^D',f,❌,input/codeparrot/str_solve/17.txt
consonant,one or more question marks,#?a^D,'d^a?#','#?a^D',f,❌,input/codeparrot/str_solve/17.txt
consonant,one or more question marks,#?a^?D,'d?^a?#','#?a^?D',f,❌,input/codeparrot/str_solve/17.txt
consonant,one or more question marks,#ccc,'#CCC','#ccc',f,❌,input/codeparrot/str_solve/17.txt
consonant,one or more question marks,#c?c,'C?C#','#c?c',f,❌,input/codeparrot/str_solve/17.txt
consonant,one or more question marks,#c??c,'C??C#','#c??c',f,❌,input/codeparrot/str_solve/17.txt
